Hotstuff,,,,,RAFT,,,,Paxos,
Num of nodes,Speed to reach consensus,,,,Num of nodes,Speed to reach consensus,,,Num nodes,Speed
3,0.150504,,,,3,0.224677,,,3,0.013006
4,0.160749,,,,4,0.296173,,,4,0.014467
5,0.174411,,,,5,0.287402,,,5,0.015885
6,0.221783,,,,6,0.429355,,,6,0.018028
7,0.259649,,,,7,0.560944,,,7,0.020788
8,0.36653,,,,8,0.713363,,,8,0.022192
9,0.372377,,,,9,0.775183,,,9,0.024426
10,0.381448,,,,10,0.828331,,,10,0.026848
