Executed MPI Program,Number of MPI Processes,Execution Time (ms),Memory Usage (KB)
paxos.c,4,360.82,1428
paxos.c,4,1375.83,1428
paxos.c,4,379.15,1424
paxos.c,4,349.76,1428
paxos.c,4,371.47,1428
paxos.c,4,357.09,1428
paxos.c,4,370.67,1408
paxos.c,4,1355.61,1424
paxos.c,4,374.21,1412
paxos.c,4,353.12,1416
paxos.c,4,350.94,1424
paxos.c,4,370.66,1424
paxos.c,4,1375.63,1404
paxos.c,4,356.69,1424
paxos.c,4,358.73,1416
paxos.c,4,360.86,1424
paxos.c,4,365.63,1428
paxos.c,4,1361.45,1424
paxos.c,4,358.26,1424
paxos.c,4,365.46,1416
paxos.c,4,361.13,1428
paxos.c,4,357.86,1428
paxos.c,4,347.62,1424
paxos.c,4,365.68,1404
paxos.c,4,358.06,1428
paxos.c,4,361.81,1408
paxos.c,4,369.01,1428
paxos.c,4,1373.01,1420
paxos.c,4,1354.56,1428
paxos.c,4,1365.26,1412
paxos.c,4,365.30,1424
paxos.c,4,1379.18,1424
paxos.c,4,360.36,1424
paxos.c,4,354.78,1428
paxos.c,4,355.74,1428
paxos.c,4,373.79,1424
paxos.c,4,371.99,1424
paxos.c,4,1361.79,1424
paxos.c,4,1756.97,1428
paxos.c,4,358.05,1416
paxos.c,4,368.76,1428
paxos.c,4,371.20,1424
paxos.c,4,361.96,1424
paxos.c,4,359.60,1428
paxos.c,4,358.86,1424
paxos.c,4,358.53,1420
paxos.c,4,365.46,1412
paxos.c,4,354.56,1428
paxos.c,4,1369.14,1428
paxos.c,4,380.30,1424
paxos.c,4,362.13,1408
paxos.c,4,1380.94,1428
paxos.c,4,369.42,1416
paxos.c,4,353.12,1424
paxos.c,4,359.53,1416
paxos.c,4,372.54,1424
paxos.c,4,366.25,1424
paxos.c,4,1380.11,1424
paxos.c,4,365.96,1408
paxos.c,4,351.54,1416
paxos.c,4,375.90,1424
paxos.c,4,370.02,1412
paxos.c,5,126.09,1408
paxos.c,5,125.77,1428
paxos.c,5,136.01,1424
paxos.c,5,127.02,1428
paxos.c,5,125.84,1424
paxos.c,5,127.73,1408
paxos.c,5,126.34,1428
paxos.c,5,125.78,1420
paxos.c,5,126.18,1428
paxos.c,5,127.00,1412
paxos.c,5,126.50,1424
paxos.c,5,126.32,1408
paxos.c,5,125.87,1428
paxos.c,5,126.99,1416
paxos.c,5,126.20,1424
paxos.c,5,126.59,1420
paxos.c,5,125.64,1424
paxos.c,5,126.07,1424
paxos.c,5,128.68,1428
paxos.c,5,126.22,1428
paxos.c,5,126.90,1424
paxos.c,5,125.87,1424
paxos.c,5,127.23,1424
paxos.c,5,125.96,1424
paxos.c,5,124.92,1416
paxos.c,5,127.00,1428
paxos.c,5,126.73,1428
paxos.c,5,127.07,1420
paxos.c,5,126.77,1428
paxos.c,5,131.40,1408
paxos.c,5,125.75,1428
paxos.c,5,135.00,1424
paxos.c,5,125.99,1416
paxos.c,5,126.65,1424
paxos.c,5,125.54,1428
paxos.c,5,126.34,1428
paxos.c,5,125.70,1428
paxos.c,5,126.11,1412
paxos.c,5,126.56,1428
paxos.c,5,126.18,1428
paxos.c,5,128.91,1424
paxos.c,5,125.46,1428
paxos.c,5,126.40,1408
paxos.c,5,125.19,1416
paxos.c,5,126.14,1428
paxos.c,5,126.90,1424
paxos.c,5,127.08,1428
paxos.c,5,125.97,1420
paxos.c,5,126.22,1428
paxos.c,5,131.71,1428
paxos.c,5,125.73,1428
paxos.c,5,125.54,1404
paxos.c,5,126.98,1428
paxos.c,5,126.35,1428
paxos.c,5,126.05,1428
paxos.c,5,126.14,1428
paxos.c,5,127.07,1428
paxos.c,5,125.93,1424
paxos.c,5,126.81,1408
paxos.c,5,126.68,1424
paxos.c,5,126.03,1424
paxos.c,5,126.71,1416
paxos.c,5,125.98,1424
paxos.c,5,125.64,1424
paxos.c,5,126.02,1428
paxos.c,5,126.61,1428
paxos.c,5,126.11,1424
paxos.c,5,133.97,1428
paxos.c,5,126.37,1428
paxos.c,5,126.23,1424
paxos.c,5,124.42,1424
paxos.c,5,125.11,1424
paxos.c,5,125.72,1428
paxos.c,5,125.65,1412
paxos.c,5,126.15,1416
paxos.c,5,126.33,1428
paxos.c,5,132.17,1424
paxos.c,5,126.48,1428
paxos.c,5,133.47,1416
paxos.c,5,126.17,1428
paxos.c,5,126.39,1428
paxos.c,5,125.76,1408
paxos.c,5,126.23,1424
paxos.c,5,126.32,1424
paxos.c,5,126.44,1412
paxos.c,5,126.40,1428
paxos.c,5,125.48,1424
paxos.c,5,132.32,1412
paxos.c,5,126.48,1424
paxos.c,5,126.81,1428
paxos.c,5,126.91,1428
paxos.c,5,126.70,1424
paxos.c,5,126.44,1424
paxos.c,5,126.79,1428
paxos.c,5,126.60,1420
paxos.c,5,126.25,1412
paxos.c,5,131.47,1424
paxos.c,5,125.71,1424
paxos.c,5,126.14,1424
paxos.c,5,126.04,1424
paxos.c,6,126.26,1424
paxos.c,6,126.27,1416
paxos.c,6,126.36,1424
paxos.c,6,130.04,1424
paxos.c,6,142.75,1424
paxos.c,6,127.36,1408
paxos.c,6,125.78,1420
paxos.c,6,126.71,1424
paxos.c,6,126.16,1424
paxos.c,6,126.48,1424
paxos.c,6,126.15,1428
paxos.c,6,125.98,1424
paxos.c,6,135.00,1428
paxos.c,6,126.32,1424
paxos.c,6,130.62,1408
paxos.c,6,126.85,1424
paxos.c,6,126.15,1424
paxos.c,6,126.51,1424
paxos.c,6,126.63,1424
paxos.c,6,126.65,1424
paxos.c,6,126.68,1428
paxos.c,6,126.25,1408
paxos.c,6,126.25,1424
paxos.c,6,125.53,1428
paxos.c,6,126.48,1428
paxos.c,6,130.81,1408
paxos.c,6,127.61,1424
paxos.c,6,132.40,1424
paxos.c,6,127.03,1424
paxos.c,6,126.11,1424
paxos.c,6,126.49,1420
paxos.c,6,126.63,1424
paxos.c,6,126.66,1428
paxos.c,6,126.37,1424
paxos.c,6,125.36,1424
paxos.c,6,125.73,1416
paxos.c,6,135.47,1424
paxos.c,6,126.93,1420
paxos.c,6,134.03,1428
paxos.c,6,126.65,1424
paxos.c,6,125.98,1424
paxos.c,6,126.27,1424
paxos.c,6,126.49,1416
paxos.c,6,126.25,1428
paxos.c,6,126.11,1428
paxos.c,6,126.27,1424
paxos.c,6,126.13,1424
paxos.c,6,127.34,1424
paxos.c,6,125.97,1412
paxos.c,6,126.67,1428
paxos.c,6,126.76,1424
paxos.c,6,125.72,1428
paxos.c,6,126.42,1424
paxos.c,6,126.08,1428
paxos.c,6,126.58,1428
paxos.c,6,125.80,1428
paxos.c,6,126.37,1428
paxos.c,6,126.24,1428
paxos.c,6,125.95,1428
paxos.c,6,126.12,1428
paxos.c,6,126.43,1424
paxos.c,6,126.28,1428
paxos.c,6,127.19,1420
paxos.c,6,126.56,1428
paxos.c,6,125.46,1428
paxos.c,6,133.90,1424
paxos.c,6,125.56,1424
paxos.c,6,125.84,1416
paxos.c,6,125.50,1428
paxos.c,6,125.80,1412
paxos.c,6,126.38,1428
paxos.c,6,126.21,1428
paxos.c,6,126.30,1420
paxos.c,6,127.00,1424
paxos.c,6,131.28,1428
paxos.c,6,126.98,1416
paxos.c,6,125.25,1428
paxos.c,6,126.20,1424
paxos.c,6,125.87,1424
paxos.c,6,126.59,1424
paxos.c,6,125.89,1424
paxos.c,6,126.38,1420
paxos.c,6,126.09,1412
paxos.c,6,133.95,1424
paxos.c,6,126.38,1428
paxos.c,6,126.66,1424
paxos.c,6,125.94,1428
paxos.c,6,126.38,1412
paxos.c,6,126.21,1416
paxos.c,6,126.29,1424
paxos.c,6,126.20,1424
paxos.c,6,126.59,1428
paxos.c,6,132.21,1428
paxos.c,6,126.33,1424
paxos.c,6,132.67,1424
paxos.c,6,126.96,1428
paxos.c,6,125.47,1428
paxos.c,6,126.67,1416
paxos.c,6,125.34,1416
paxos.c,6,125.79,1416
paxos.c,7,128.19,1424
paxos.c,7,127.60,1424
paxos.c,7,127.03,1424
paxos.c,7,126.71,1424
paxos.c,7,126.35,1404
paxos.c,7,127.05,1416
paxos.c,7,126.69,1424
paxos.c,7,125.84,1428
paxos.c,7,128.47,1424
paxos.c,7,126.75,1424
paxos.c,7,126.80,1424
paxos.c,7,126.11,1424
paxos.c,7,125.97,1408
paxos.c,7,131.24,1424
paxos.c,7,126.93,1420
paxos.c,7,126.49,1424
paxos.c,7,127.08,1428
paxos.c,7,126.36,1428
paxos.c,7,125.45,1420
paxos.c,7,125.81,1428
paxos.c,7,125.60,1412
paxos.c,7,129.71,1424
paxos.c,7,126.30,1416
paxos.c,7,126.85,1412
paxos.c,7,126.16,1428
paxos.c,7,126.41,1420
paxos.c,7,131.04,1420
paxos.c,7,126.08,1420
paxos.c,7,126.64,1412
paxos.c,7,126.43,1428
paxos.c,7,126.25,1428
paxos.c,7,126.45,1428
paxos.c,7,126.57,1416
paxos.c,7,126.81,1412
paxos.c,7,127.12,1428
paxos.c,7,131.60,1420
paxos.c,7,126.22,1404
paxos.c,7,126.48,1424
paxos.c,7,126.03,1424
paxos.c,7,125.88,1408
paxos.c,7,126.08,1408
paxos.c,7,125.91,1428
paxos.c,7,125.61,1424
paxos.c,7,125.78,1420
paxos.c,7,126.80,1428
paxos.c,7,126.85,1412
paxos.c,7,126.21,1424
paxos.c,7,125.96,1428
paxos.c,7,127.15,1428
paxos.c,7,128.83,1428
paxos.c,7,125.98,1416
paxos.c,7,127.33,1428
paxos.c,7,125.83,1424
paxos.c,7,130.74,1412
paxos.c,7,124.77,1420
paxos.c,7,126.92,1428
paxos.c,7,126.37,1428
paxos.c,7,126.65,1408
paxos.c,7,127.32,1404
paxos.c,7,125.73,1428
paxos.c,7,126.96,1428
paxos.c,7,126.27,1408
paxos.c,7,126.35,1428
paxos.c,7,126.04,1428
paxos.c,7,126.71,1424
paxos.c,7,128.31,1424
paxos.c,7,127.09,1408
paxos.c,7,125.77,1416
paxos.c,7,128.41,1428
paxos.c,7,125.79,1428
paxos.c,7,126.44,1428
paxos.c,7,141.76,1416
paxos.c,7,126.43,1408
paxos.c,7,134.83,1424
paxos.c,7,127.29,1428
paxos.c,7,126.04,1424
paxos.c,7,127.13,1424
paxos.c,7,126.70,1424
paxos.c,7,126.36,1416
paxos.c,7,126.09,1404
paxos.c,7,126.31,1424
paxos.c,7,126.04,1424
paxos.c,7,126.31,1424
paxos.c,7,126.34,1428
paxos.c,7,127.63,1428
paxos.c,7,126.23,1424
paxos.c,7,126.41,1428
paxos.c,7,127.10,1424
paxos.c,7,126.84,1428
paxos.c,7,125.93,1412
paxos.c,7,132.26,1424
paxos.c,7,126.65,1424
paxos.c,7,126.41,1424
paxos.c,7,126.27,1416
paxos.c,7,126.35,1420
paxos.c,7,127.85,1428
paxos.c,7,126.36,1428
paxos.c,7,126.95,1428
paxos.c,7,127.14,1428
paxos.c,7,128.57,1428
paxos.c,8,126.02,1424
paxos.c,8,126.44,1416
paxos.c,8,126.82,1420
paxos.c,8,126.17,1424
paxos.c,8,126.78,1408
paxos.c,8,125.64,1428
paxos.c,8,141.50,1408
paxos.c,8,141.19,1420
paxos.c,8,127.10,1404
paxos.c,8,126.32,1412
paxos.c,8,126.91,1420
paxos.c,8,128.97,1428
paxos.c,8,126.45,1428
paxos.c,8,126.77,1428
paxos.c,8,126.25,1424
paxos.c,8,127.86,1424
paxos.c,8,126.38,1428
paxos.c,8,127.11,1424
paxos.c,8,126.03,1412
paxos.c,8,126.86,1424
paxos.c,8,126.08,1424
paxos.c,8,126.83,1428
paxos.c,8,127.02,1428
paxos.c,8,126.09,1404
paxos.c,8,130.78,1428
paxos.c,8,126.56,1428
paxos.c,8,134.73,1420
paxos.c,8,126.72,1408
paxos.c,8,126.92,1424
paxos.c,8,127.32,1412
paxos.c,8,126.24,1428
paxos.c,8,126.35,1428
paxos.c,8,127.17,1428
paxos.c,8,129.39,1428
paxos.c,8,125.66,1428
paxos.c,8,135.92,1428
paxos.c,8,126.07,1408
paxos.c,8,131.15,1424
paxos.c,8,125.93,1424
paxos.c,8,125.58,1424
paxos.c,8,126.18,1424
paxos.c,8,125.44,1424
paxos.c,8,126.15,1412
paxos.c,8,126.58,1424
paxos.c,8,125.88,1428
paxos.c,8,126.66,1428
paxos.c,8,133.99,1428
paxos.c,8,126.52,1428
paxos.c,8,132.01,1424
paxos.c,8,125.83,1428
paxos.c,8,126.44,1428
paxos.c,8,126.71,1420
paxos.c,8,126.41,1424
paxos.c,8,126.83,1428
paxos.c,8,127.42,1424
paxos.c,8,129.18,1428
paxos.c,8,126.37,1424
paxos.c,8,131.03,1416
paxos.c,8,126.46,1424
paxos.c,8,131.28,1424
paxos.c,8,126.95,1424
paxos.c,8,126.39,1424
paxos.c,8,126.42,1420
paxos.c,8,126.08,1424
paxos.c,8,126.94,1424
paxos.c,8,128.67,1416
paxos.c,8,126.54,1412
paxos.c,8,126.26,1420
paxos.c,8,134.28,1424
paxos.c,8,126.17,1428
paxos.c,8,130.60,1428
paxos.c,8,125.96,1424
paxos.c,8,126.16,1424
paxos.c,8,125.47,1424
paxos.c,8,126.11,1428
paxos.c,8,126.39,1424
paxos.c,8,126.41,1428
paxos.c,8,126.14,1428
paxos.c,8,126.80,1424
paxos.c,8,134.85,1408
paxos.c,8,125.96,1428
paxos.c,8,132.71,1424
paxos.c,8,126.15,1412
paxos.c,8,127.55,1416
paxos.c,8,126.79,1428
paxos.c,8,126.89,1424
paxos.c,8,126.59,1416
paxos.c,8,126.56,1420
paxos.c,8,127.42,1404
paxos.c,8,126.85,1428
paxos.c,8,127.06,1428
paxos.c,8,126.12,1424
paxos.c,8,125.86,1412
paxos.c,8,125.90,1428
paxos.c,8,125.72,1428
paxos.c,8,126.08,1424
paxos.c,8,126.97,1428
paxos.c,8,126.51,1424
paxos.c,8,127.08,1424
paxos.c,8,127.02,1424
paxos.c,9,126.81,1428
paxos.c,9,126.77,1424
paxos.c,9,126.81,1420
paxos.c,9,126.12,1424
paxos.c,9,126.51,1428
paxos.c,9,126.31,1424
paxos.c,9,126.29,1424
paxos.c,9,126.32,1424
paxos.c,9,126.41,1428
paxos.c,9,126.09,1428
paxos.c,9,126.79,1428
paxos.c,9,126.25,1424
paxos.c,9,127.00,1428
paxos.c,9,126.50,1428
paxos.c,9,126.23,1428
paxos.c,9,126.85,1408
paxos.c,9,126.18,1428
paxos.c,9,126.30,1428
paxos.c,9,125.47,1416
paxos.c,9,125.94,1428
paxos.c,9,135.99,1412
paxos.c,9,126.05,1428
paxos.c,9,134.36,1424
paxos.c,9,126.09,1424
paxos.c,9,141.68,1428
paxos.c,9,125.98,1424
paxos.c,9,128.02,1408
paxos.c,9,127.50,1424
paxos.c,9,125.82,1424
paxos.c,9,126.48,1424
paxos.c,9,126.68,1424
paxos.c,9,127.18,1424
paxos.c,9,142.79,1424
paxos.c,9,126.60,1424
paxos.c,9,134.06,1424
paxos.c,9,126.93,1404
paxos.c,9,126.31,1428
paxos.c,9,126.14,1408
paxos.c,9,126.56,1424
paxos.c,9,126.52,1424
paxos.c,9,126.30,1424
paxos.c,9,125.82,1428
paxos.c,9,126.84,1424
paxos.c,9,127.57,1424
paxos.c,9,126.15,1416
paxos.c,9,131.89,1424
paxos.c,9,126.29,1412
paxos.c,9,125.68,1424
paxos.c,9,126.14,1424
paxos.c,9,131.64,1428
paxos.c,9,125.59,1404
paxos.c,9,126.81,1428
paxos.c,9,128.63,1428
paxos.c,9,126.29,1424
paxos.c,9,126.02,1428
paxos.c,9,125.59,1428
paxos.c,9,128.19,1424
paxos.c,9,126.24,1424
paxos.c,9,135.48,1428
paxos.c,9,126.16,1408
paxos.c,9,131.56,1420
paxos.c,9,126.98,1428
paxos.c,9,126.17,1424
paxos.c,9,126.12,1424
paxos.c,9,126.18,1424
paxos.c,9,125.59,1428
paxos.c,9,126.02,1428
paxos.c,9,126.63,1424
paxos.c,9,125.94,1428
paxos.c,9,126.81,1424
paxos.c,9,125.45,1416
paxos.c,9,126.12,1428
paxos.c,9,129.63,1428
paxos.c,9,126.36,1408
paxos.c,9,126.16,1408
paxos.c,9,126.11,1428
paxos.c,9,126.23,1424
paxos.c,9,125.60,1424
paxos.c,9,127.13,1428
paxos.c,9,126.73,1424
paxos.c,9,126.01,1428
paxos.c,9,126.14,1416
paxos.c,9,126.10,1408
paxos.c,9,126.21,1428
paxos.c,9,126.36,1428
paxos.c,9,126.89,1428
paxos.c,9,127.18,1428
paxos.c,9,128.82,1428
paxos.c,9,126.68,1428
paxos.c,9,126.74,1416
paxos.c,9,126.68,1404
paxos.c,9,127.19,1420
paxos.c,9,126.67,1408
paxos.c,9,126.49,1428
paxos.c,9,126.06,1424
paxos.c,9,127.36,1424
paxos.c,9,133.48,1424
paxos.c,9,126.78,1428
paxos.c,9,132.01,1412
paxos.c,9,126.60,1428
paxos.c,10,126.49,1424
paxos.c,10,126.80,1428
paxos.c,10,126.46,1416
paxos.c,10,126.06,1428
paxos.c,10,128.08,1404
paxos.c,10,126.69,1428
paxos.c,10,126.59,1428
paxos.c,10,126.66,1428
paxos.c,10,126.19,1424
paxos.c,10,126.08,1408
paxos.c,10,125.84,1428
paxos.c,10,126.74,1420
paxos.c,10,126.45,1424
paxos.c,10,126.37,1420
paxos.c,10,126.37,1424
paxos.c,10,137.74,1424
paxos.c,10,126.32,1424
paxos.c,10,126.56,1424
paxos.c,10,127.00,1408
paxos.c,10,125.82,1408
paxos.c,10,129.43,1428
paxos.c,10,127.31,1428
paxos.c,10,126.79,1420
paxos.c,10,126.20,1416
paxos.c,10,128.01,1428
paxos.c,10,129.12,1412
paxos.c,10,125.79,1428
paxos.c,10,126.26,1408
paxos.c,10,126.02,1428
paxos.c,10,125.79,1416
paxos.c,10,131.45,1408
paxos.c,10,126.45,1424
paxos.c,10,131.56,1428
paxos.c,10,126.98,1424
paxos.c,10,126.15,1424
paxos.c,10,125.69,1424
paxos.c,10,126.65,1404
paxos.c,10,127.71,1428
paxos.c,10,126.29,1424
paxos.c,10,126.59,1424
paxos.c,10,126.09,1412
paxos.c,10,126.46,1428
paxos.c,10,126.02,1428
paxos.c,10,126.63,1428
paxos.c,10,126.25,1424
paxos.c,10,126.15,1408
paxos.c,10,126.60,1408
paxos.c,10,126.69,1424
paxos.c,10,126.51,1428
paxos.c,10,126.08,1424
paxos.c,10,126.21,1428
paxos.c,10,125.98,1424
paxos.c,10,126.54,1428
paxos.c,10,126.94,1412
paxos.c,10,125.86,1428
paxos.c,10,126.70,1428
paxos.c,10,127.42,1428
paxos.c,10,126.01,1428
paxos.c,10,126.00,1408
paxos.c,10,130.28,1428
paxos.c,10,125.67,1412
paxos.c,10,126.49,1428
paxos.c,10,126.20,1420
paxos.c,10,127.14,1412
paxos.c,10,126.55,1424
paxos.c,10,126.52,1420
paxos.c,10,126.51,1424
paxos.c,10,125.91,1428
paxos.c,10,127.05,1428
paxos.c,10,127.07,1428
paxos.c,10,126.91,1428
paxos.c,10,126.50,1424
paxos.c,10,126.22,1408
paxos.c,10,126.54,1420
paxos.c,10,125.68,1424
paxos.c,10,126.52,1428
paxos.c,10,126.41,1428
paxos.c,10,126.31,1424
paxos.c,10,127.05,1424
paxos.c,10,126.37,1408
paxos.c,10,127.44,1424
paxos.c,10,126.07,1428
paxos.c,10,127.22,1420
paxos.c,10,127.27,1424
paxos.c,10,125.99,1424
paxos.c,10,126.59,1424
paxos.c,10,128.55,1424
paxos.c,10,126.94,1424
paxos.c,10,127.57,1424
paxos.c,10,128.66,1424
paxos.c,10,127.33,1428
paxos.c,10,127.20,1416
paxos.c,10,129.50,1416
paxos.c,10,129.21,1412
paxos.c,10,126.98,1428
paxos.c,10,125.65,1428
paxos.c,10,127.57,1424
paxos.c,10,126.58,1428
paxos.c,10,127.05,1412
paxos.c,10,127.08,1428
hotstuff.c,3,284.55,1420
hotstuff.c,3,284.26,1408
hotstuff.c,3,285.89,1428
hotstuff.c,3,279.15,1428
hotstuff.c,3,297.94,1428
hotstuff.c,3,289.25,1424
hotstuff.c,3,298.01,1408
hotstuff.c,3,280.36,1416
hotstuff.c,3,285.28,1424
hotstuff.c,3,282.30,1428
hotstuff.c,3,278.84,1404
hotstuff.c,3,285.44,1428
hotstuff.c,3,278.20,1408
hotstuff.c,3,279.39,1412
hotstuff.c,3,292.86,1416
hotstuff.c,3,289.12,1424
hotstuff.c,3,301.96,1428
hotstuff.c,3,280.52,1428
hotstuff.c,3,295.04,1412
hotstuff.c,3,277.77,1412
hotstuff.c,3,290.35,1420
hotstuff.c,3,279.35,1424
hotstuff.c,3,287.39,1424
hotstuff.c,3,278.58,1428
hotstuff.c,3,293.51,1412
hotstuff.c,3,288.73,1428
hotstuff.c,3,295.80,1428
hotstuff.c,3,291.23,1408
hotstuff.c,3,282.63,1412
hotstuff.c,3,283.72,1424
hotstuff.c,3,282.11,1404
hotstuff.c,3,284.90,1428
hotstuff.c,3,296.92,1424
hotstuff.c,3,287.91,1424
hotstuff.c,3,285.19,1428
hotstuff.c,3,286.97,1408
hotstuff.c,3,287.71,1408
hotstuff.c,3,288.44,1424
hotstuff.c,3,290.89,1428
hotstuff.c,3,297.14,1408
hotstuff.c,3,285.38,1424
hotstuff.c,3,309.44,1424
hotstuff.c,3,279.24,1428
hotstuff.c,3,292.44,1412
hotstuff.c,3,292.88,1424
hotstuff.c,3,281.17,1416
hotstuff.c,3,278.86,1424
hotstuff.c,3,283.25,1428
hotstuff.c,3,293.69,1424
hotstuff.c,3,296.02,1428
hotstuff.c,3,284.76,1428
hotstuff.c,3,283.32,1424
hotstuff.c,3,281.93,1424
hotstuff.c,3,283.16,1412
hotstuff.c,3,293.80,1412
hotstuff.c,3,278.67,1428
hotstuff.c,3,279.28,1428
hotstuff.c,3,278.84,1428
hotstuff.c,3,293.85,1412
hotstuff.c,3,283.69,1424
hotstuff.c,3,283.41,1428
hotstuff.c,3,290.51,1424
hotstuff.c,3,299.64,1420
hotstuff.c,3,282.95,1424
hotstuff.c,3,285.63,1424
hotstuff.c,3,298.46,1408
hotstuff.c,3,282.65,1412
hotstuff.c,3,279.12,1428
hotstuff.c,3,289.28,1428
hotstuff.c,3,283.42,1424
hotstuff.c,3,281.86,1404
hotstuff.c,3,282.21,1428
hotstuff.c,3,291.64,1412
hotstuff.c,3,284.97,1412
hotstuff.c,3,284.91,1428
hotstuff.c,3,278.40,1424
hotstuff.c,3,281.04,1404
hotstuff.c,3,280.38,1424
hotstuff.c,3,286.26,1428
hotstuff.c,3,278.65,1424
hotstuff.c,3,304.50,1428
hotstuff.c,3,280.03,1416
hotstuff.c,3,284.60,1428
hotstuff.c,3,280.91,1424
hotstuff.c,3,280.74,1424
hotstuff.c,3,280.55,1428
hotstuff.c,3,304.15,1424
hotstuff.c,3,335.55,1428
hotstuff.c,3,317.81,1408
hotstuff.c,3,286.44,1424
hotstuff.c,3,278.97,1424
hotstuff.c,3,290.62,1424
hotstuff.c,3,278.39,1428
hotstuff.c,3,313.32,1424
hotstuff.c,3,300.50,1424
hotstuff.c,3,289.10,1428
hotstuff.c,3,281.74,1424
hotstuff.c,3,289.73,1424
hotstuff.c,3,277.12,1428
hotstuff.c,3,282.63,1420
hotstuff.c,4,319.02,1428
hotstuff.c,4,319.61,1424
hotstuff.c,4,310.38,1428
hotstuff.c,4,325.35,1424
hotstuff.c,4,317.27,1408
hotstuff.c,4,337.60,1424
hotstuff.c,4,313.82,1424
hotstuff.c,4,310.81,1424
hotstuff.c,4,329.10,1428
hotstuff.c,4,311.40,1424
hotstuff.c,4,310.04,1428
hotstuff.c,4,313.26,1428
hotstuff.c,4,306.49,1424
hotstuff.c,4,315.50,1424
hotstuff.c,4,308.57,1412
hotstuff.c,4,333.27,1424
hotstuff.c,4,322.11,1424
hotstuff.c,4,313.31,1416
hotstuff.c,4,328.11,1428
hotstuff.c,4,313.24,1416
hotstuff.c,4,307.38,1428
hotstuff.c,4,318.36,1428
hotstuff.c,4,336.96,1428
hotstuff.c,4,313.37,1416
hotstuff.c,4,305.28,1428
hotstuff.c,4,337.21,1428
hotstuff.c,4,320.19,1424
hotstuff.c,4,313.61,1428
hotstuff.c,4,324.48,1424
hotstuff.c,4,338.23,1412
hotstuff.c,4,310.58,1424
hotstuff.c,4,304.46,1428
hotstuff.c,4,321.22,1428
hotstuff.c,4,315.63,1408
hotstuff.c,4,324.38,1428
hotstuff.c,4,302.74,1416
hotstuff.c,4,314.54,1424
hotstuff.c,4,306.90,1428
hotstuff.c,4,316.51,1416
hotstuff.c,4,331.09,1428
hotstuff.c,4,301.86,1428
hotstuff.c,4,324.18,1424
hotstuff.c,4,315.47,1412
hotstuff.c,4,320.74,1424
hotstuff.c,4,325.85,1424
hotstuff.c,4,325.86,1424
hotstuff.c,4,316.01,1428
hotstuff.c,4,322.93,1424
hotstuff.c,4,307.21,1424
hotstuff.c,4,320.51,1424
hotstuff.c,4,318.94,1420
hotstuff.c,4,313.99,1428
hotstuff.c,4,332.25,1424
hotstuff.c,4,325.61,1424
hotstuff.c,4,313.28,1424
hotstuff.c,4,326.15,1416
hotstuff.c,4,307.12,1424
hotstuff.c,4,311.00,1428
hotstuff.c,4,324.55,1428
hotstuff.c,4,332.30,1412
hotstuff.c,4,315.31,1404
hotstuff.c,4,318.19,1424
hotstuff.c,4,311.08,1424
hotstuff.c,4,330.77,1428
hotstuff.c,4,318.03,1428
hotstuff.c,4,302.95,1424
hotstuff.c,4,325.28,1424
hotstuff.c,4,317.55,1424
hotstuff.c,4,315.15,1420
hotstuff.c,4,310.95,1408
hotstuff.c,4,317.43,1428
hotstuff.c,4,318.44,1424
hotstuff.c,4,326.25,1404
hotstuff.c,4,305.53,1420
hotstuff.c,4,307.77,1420
hotstuff.c,4,325.16,1408
hotstuff.c,4,367.15,1412
hotstuff.c,4,351.19,1424
hotstuff.c,4,310.57,1428
hotstuff.c,4,319.68,1416
hotstuff.c,4,325.30,1424
hotstuff.c,4,333.39,1428
hotstuff.c,4,344.56,1428
hotstuff.c,4,325.73,1428
hotstuff.c,4,332.08,1424
hotstuff.c,4,311.47,1428
hotstuff.c,4,310.71,1428
hotstuff.c,4,309.01,1424
hotstuff.c,4,315.03,1408
hotstuff.c,4,324.04,1428
hotstuff.c,4,313.54,1428
hotstuff.c,4,320.10,1412
hotstuff.c,4,307.20,1428
hotstuff.c,4,324.08,1428
hotstuff.c,4,331.76,1412
hotstuff.c,4,323.76,1424
hotstuff.c,4,317.07,1408
hotstuff.c,4,338.10,1416
hotstuff.c,4,332.01,1428
hotstuff.c,4,327.92,1424
hotstuff.c,5,126.40,1428
hotstuff.c,5,127.11,1420
hotstuff.c,5,126.74,1420
hotstuff.c,5,128.53,1428
hotstuff.c,5,126.48,1424
hotstuff.c,5,126.27,1424
hotstuff.c,5,126.78,1428
hotstuff.c,5,127.44,1428
hotstuff.c,5,126.87,1428
hotstuff.c,5,126.17,1420
hotstuff.c,5,126.13,1428
hotstuff.c,5,126.95,1428
hotstuff.c,5,126.26,1424
hotstuff.c,5,126.20,1424
hotstuff.c,5,127.28,1428
hotstuff.c,5,126.18,1420
hotstuff.c,5,127.16,1424
hotstuff.c,5,125.99,1424
hotstuff.c,5,126.79,1428
hotstuff.c,5,126.47,1424
hotstuff.c,5,126.03,1412
hotstuff.c,5,126.47,1424
hotstuff.c,5,126.08,1428
hotstuff.c,5,126.98,1428
hotstuff.c,5,128.72,1428
hotstuff.c,5,126.16,1424
hotstuff.c,5,125.94,1424
hotstuff.c,5,125.98,1420
hotstuff.c,5,126.37,1424
hotstuff.c,5,126.31,1420
hotstuff.c,5,126.41,1408
hotstuff.c,5,127.85,1412
hotstuff.c,5,126.42,1424
hotstuff.c,5,125.91,1408
hotstuff.c,5,126.93,1408
hotstuff.c,5,125.83,1408
